8,573364,3.0888139939287775
8,2149668,3.1652337725391093
8,1089184,2.549494292802449
8,2465894,2.8137287454405264
8,534508,2.796426326974227
8,992921,2.886405142201404
8,595054,2.8700573970397967
8,1298304,3.7596966607248667
8,1661600,3.523008026333795
8,553787,3.131827648367154
8,1309839,2.775963417840416
8,727242,0.837325856135721
8,1437668,2.7046771196727026
8,2170930,0.0
8,1780876,3.6738737331487106
8,9660,3.147411177556677
8,2379200,3.119447561900588
8,563186,2.92726694160618
8,1539617,3.083160272456262
8,1656839,2.9001762259817863
8,2591126,3.80460958650552
8,2455107,3.1507478198136454
8,1079943,3.85525038798029
8,2308589,3.08856756670389
8,254671,3.9162463781051238
8,2633545,2.7959557435785714
8,1589111,3.8282300857727867
8,320540,3.108879225579816
8,1769901,3.3930119650259414
8,155279,2.4008592597472775
8,2448620,2.571225580751412
8,1922607,3.306171537825158
8,1388257,2.7827999629436238
8,613651,2.6241893376929077
8,900685,3.5688594436639667
8,1962892,4.256883506472871
8,1588471,4.021647441201518
8,152955,3.2341718111455378
8,1071775,3.3487066041018263
8,2490049,3.3362954634536033
8,1029578,3.4254380027840763
8,1116113,3.5753226916708503
8,400756,2.9578137010251253
8,1181035,3.3503616255607795
8,2596310,3.154991708530197
8,1716520,3.5887999854302004
8,450465,2.911605574404326
8,927007,2.4711753693119873
8,1703380,3.0040061724137077
8,448155,2.999505773612952
8,1598457,2.9488484990588466
8,807237,3.2024971585851483
8,1089865,3.5602638896005163
8,1917585,3.6697964144222226
8,760129,3.7725474766034766
8,500322,3.4407011397139287
8,1403170,3.263332249682497
8,1631898,3.750762728278054
8,1088920,2.9412346232006277
8,1216843,3.158765719113984
8,394189,2.92834706282758
8,1473381,3.982851236777209
8,803330,3.410048776903427
8,1695799,3.069646940588245
8,556100,3.0199826786481885
8,1557449,3.2205570256733322
8,2090369,3.446341988135447
8,2152930,2.49151234102342
8,1335436,3.7073988911624642
8,1466743,3.0874617366721417
8,264988,3.994261919119592
8,1471593,3.1428438416295883
8,1288346,2.349607704378001
8,867716,2.654671043351359
8,2160334,3.8178925942921054
8,2554933,3.1337625464585326
8,1483852,3.1900812779061454
8,1581954,3.766729029742208
8,1785017,2.6907916083323604
8,1265606,3.652368639088151
8,1213065,3.4041246475473086
8,898979,2.88382697587331
8,1490775,3.190883161606361
8,2076079,2.8690886710749632
8,637631,2.8501907260795765
8,1970495,3.5026588670634067
8,1962300,3.711793598965843
8,157806,4.3910967404994965
8,1939221,3.472206726897169
8,964306,3.622048944585506
8,903378,3.4303487391638883
8,517335,2.0639904171524326
8,2406002,2.408908420301622
8,112790,3.166034302518344
8,2051123,3.2127215569752803
8,1297899,3.615182694782888
28,991725,3.5050440311955304
28,2628220,3.9115091422012296
28,946314,3.1964909889003668
28,2370740,4.081335579219742
28,1100912,3.466196034462804
28,603277,2.970666428048583
28,1060605,3.3708608392025248
28,318939,3.7004649910377982
28,769887,3.924633872190398
28,2280025,3.9594303598266465
28,1041757,3.9930553165490124
28,1554601,3.988842788792018
28,1686741,3.86932582532537
28,2482204,3.701920361193346
28,87184,3.288123712744158
28,2288531,3.3855926978446442
28,2059898,3.645869225112457
28,603908,3.649150269302643
28,834267,3.380422561600724
28,2041009,3.960347608033909
28,318032,4.0068470659833535
28,1705674,4.06944558266044
28,1645535,4.243137942311292
28,2385364,4.046433811769606
28,1890303,4.011365994399774
28,2487958,4.025872939891557
28,538214,3.4048755643515896
28,473516,3.1592577032130706
28,2354829,3.1716200383880193
28,1681133,4.300956697552671
28,820785,3.4172445261826723
28,375726,3.4327536301505512
28,318449,4.067191180367913
28,1422763,4.333180588686927
28,2039201,3.5156862579182064
28,686510,3.739190882385411
28,1242044,3.45438569044101
28,1388216,3.5309082655691446
28,2566515,2.822861949139437
28,2535930,3.6141860742566454
28,1375880,3.8182680955769808
28,1553047,3.2145750639620436
28,2504747,3.4329014107889764
28,2143870,3.0483502807495046
28,940264,3.7890591191528653
28,281729,3.643302953692806
28,1449107,3.6893485021478094
28,303821,4.063409256161756
28,1014928,3.9701957476503202
28,437485,3.4881839701165536
28,1571932,3.5788414903051633
28,2046079,3.381211925793059
28,830282,3.98549755500817
28,2524846,3.2396445198885173
28,2554750,4.828017091340567
28,1563429,3.6547934968696953
28,1518963,3.6174637464660617
28,2239625,3.8184013613062286
28,1496080,3.0798376496492845
28,2592938,3.956508206769326
28,2398509,3.441852558096049
28,2470054,3.62866030860416
28,393730,3.580650070877182
28,1941368,3.7873806595938477
28,1624667,3.852838129866343
28,1926431,3.4953428912432067
28,1000710,4.157478954758651
28,662270,4.114895600420729
28,1395849,2.5804020916019597
28,2484944,3.0353871481576933
28,1789382,3.816524595698777
28,291682,4.123963027415031
28,441579,3.4648197647949965
28,1367949,3.5605620918988086
